order_quantity,number_of_items,current_stock,reorder_level,shortage_quantity,supplier_lead_time,processing_time,shipping_time,fulfillment_days
12,2,239,58,0,8.2,1.1,6.5,7.65
187,7,70,18,117,5.1,2.43,4.06,13.09
23,5,146,58,0,11.4,1.08,1.97,3.15
9,2,7,76,2,14.2,1.03,3.83,20.41
9,2,216,52,0,8.3,1.11,1.61,2.81
7,2,2,53,5,17.0,1.53,3.24,24.75
38,9,30,40,8,10.3,2.04,3.17,17.28
12,4,183,58,0,12.2,1.12,3.96,5.22
18,2,71,59,0,10.8,0.83,2.01,3.1
16,4,5,79,11,16.9,1.29,6.11,26.63
32,5,82,75,0,17.1,1.48,1.61,3.25
8,8,0,70,8,13.4,1.66,3.6,20.03
6,3,2,55,4,9.6,1.08,4.04,16.45
20,1,78,53,0,10.7,1.13,3.84,5.12
28,1,532,106,0,25.3,1.16,1.31,2.74
22,5,279,80,0,20.7,1.64,6.23,8.15
8,4,119,62,0,11.1,0.84,2.79,3.9
30,9,20,34,10,7.0,1.86,3.22,15.5
8,3,166,75,0,15.7,1.19,2.71,3.97
10,4,188,53,0,9.0,1.18,1.11,2.6
7,3,128,77,0,18.9,1.0,3.16,4.29
53,7,41,53,12,8.3,1.75,2.56,14.29
29,7,276,64,0,9.0,1.31,4.03,5.43
28,7,100,31,0,6.7,2.11,3.27,5.71
51,6,24,101,27,22.4,1.55,3.35,30.03
207,6,208,55,0,7.4,1.87,5.61,7.6
4,3,233,66,0,15.1,0.86,6.25,7.32
8,3,4,60,4,10.1,1.25,6.62,20.65
9,2,152,47,0,9.1,1.19,3.74,5.23
8,4,1,61,7,8.9,1.44,3.66,16.16
6,3,2,53,4,18.8,1.15,5.11,28.69
13,5,535,130,0,30.0,1.35,3.45,4.97
6,6,308,66,0,17.8,1.26,6.29,7.73
22,6,0,38,22,5.5,1.99,6.54,16.06
17,5,113,61,0,15.2,1.66,3.77,5.68
25,8,145,67,0,10.1,1.75,4.44,6.25
26,4,136,51,0,10.4,1.3,5.67,7.03
28,6,95,39,0,7.5,1.39,3.17,4.81
12,5,219,69,0,11.8,1.32,1.67,3.3
111,2,188,62,0,10.9,1.38,2.07,3.8
20,4,114,60,0,13.4,1.36,6.65,8.34
3,3,80,42,0,9.9,1.19,2.58,3.88
7,5,112,59,0,15.8,1.26,1.55,3.06
3,3,2,69,1,11.2,1.31,3.93,20.43
17,4,0,60,17,11.3,1.79,3.92,19.13
15,2,182,56,0,10.8,0.94,3.75,4.88
11,10,149,73,0,15.1,1.53,1.46,3.07
100,5,126,30,0,9.3,1.55,2.13,3.99
27,2,3,60,24,13.4,1.44,4.43,22.6
32,6,70,54,0,11.4,1.48,3.78,5.38
7,4,107,90,0,18.9,1.07,3.1,4.26
7,3,45,36,0,9.5,1.16,3.35,4.57
17,2,0,82,17,16.0,1.3,3.62,22.51
19,3,11,78,8,12.4,1.24,1.71,17.08
3,3,1,61,2,18.2,1.56,2.87,26.94
14,2,0,56,14,11.3,1.46,5.55,20.67
17,3,66,54,0,9.2,1.09,1.73,3.01
14,4,92,58,0,9.1,1.29,5.74,7.21
8,6,38,36,0,11.9,1.14,2.7,4.06
10,2,63,58,0,10.9,1.55,3.14,4.82
14,2,159,48,0,9.4,0.85,3.49,4.68
18,6,102,56,0,12.0,1.11,2.76,4.16
28,4,79,55,0,4.4,1.08,2.24,3.58
44,6,150,50,0,10.2,1.47,4.03,5.6
13,1,88,60,0,11.1,0.9,1.91,2.87
11,4,8,37,3,5.8,1.34,1.54,11.41
24,8,11,46,13,7.3,1.91,1.0,12.79
28,2,0,49,28,7.4,1.28,5.62,16.17
11,1,87,63,0,10.7,1.07,6.6,7.97
33,8,3,44,30,9.9,1.98,3.14,19.75
40,6,125,53,0,9.9,1.86,1.49,3.43
53,8,91,41,0,5.9,1.86,5.87,7.97
81,9,54,57,27,16.6,2.14,1.43,23.92
8,3,6,70,2,18.5,1.73,1.44,23.7
17,7,83,49,0,6.4,1.47,1.39,3.18
17,1,56,46,0,9.7,1.0,3.3,4.42
15,5,5,77,10,9.8,1.65,5.86,20.64
9,4,63,71,0,12.8,1.25,3.41,4.95
4,1,0,54,4,9.1,1.02,3.08,14.68
18,3,89,86,0,15.9,1.02,2.87,4.19
8,4,72,50,0,7.1,1.41,3.33,4.81
18,3,73,68,0,14.3,1.16,1.11,2.33
8,5,204,46,0,12.7,1.85,1.47,3.5
6,3,4,48,2,6.6,1.35,1.02,11.23
20,4,70,64,0,9.5,0.99,2.65,3.98
19,4,4,36,15,6.9,1.58,2.15,13.4
28,5,355,76,0,23.1,1.21,3.22,4.64
118,3,12,42,106,10.2,1.82,1.0,14.74
21,5,81,66,0,9.0,1.58,3.83,5.66
25,6,88,38,0,5.5,1.52,3.28,4.86
6,4,227,74,0,12.4,1.27,3.47,4.95
5,4,102,50,0,9.4,1.34,3.55,5.05
68,2,128,60,0,14.2,1.25,3.91,5.24
7,3,116,105,0,19.9,1.41,3.6,5.21
6,5,65,64,0,15.0,1.21,2.83,4.27
16,5,0,41,16,7.3,1.45,2.92,13.49
15,1,9,54,6,9.1,1.26,1.0,15.06
7,2,3,38,4,6.4,1.56,1.24,11.86
12,3,81,54,0,8.2,1.27,1.63,3.08
50,9,168,77,0,16.3,1.84,3.09,5.2
8,3,144,52,0,8.5,1.29,3.15,4.68
5,4,136,60,0,14.3,1.27,3.14,4.7
38,8,16,32,22,8.8,1.7,5.7,19.06
26,2,139,59,0,14.9,1.06,3.77,4.92
9,4,74,36,0,7.2,1.31,3.33,4.82
4,4,76,45,0,6.8,1.31,3.96,5.56
8,6,80,85,0,23.0,1.75,1.22,3.12
16,4,64,29,0,7.5,1.03,3.48,4.59
47,4,139,61,0,16.5,1.28,5.88,7.46
6,4,0,66,6,13.3,1.36,1.6,18.32
15,3,107,53,0,8.1,1.29,3.71,5.17
30,5,112,41,0,8.2,1.45,3.48,5.06
2,1,1,47,1,9.6,1.03,4.68,16.31
42,11,143,79,0,16.6,1.93,2.16,4.38
6,3,0,50,6,9.0,1.45,3.23,15.43
22,5,186,77,0,14.2,1.45,4.08,5.71
21,5,11,59,10,12.6,1.85,4.03,20.75
44,5,19,53,25,12.8,1.82,2.89,19.49
27,3,177,106,0,23.4,1.43,2.54,4.3
2,2,60,61,0,13.7,1.25,3.58,5.0
8,3,1,53,7,12.7,1.18,3.43,19.03
19,4,43,47,0,5.6,1.19,4.87,6.35
14,5,204,94,0,18.5,1.29,3.55,5.06
25,8,0,70,25,15.1,1.66,1.51,22.62
33,5,56,50,0,12.5,1.49,3.21,4.8
28,7,272,66,0,9.6,1.6,4.2,6.13
14,5,4,42,10,5.6,1.58,1.39,10.01
3,2,197,66,0,13.6,1.04,3.31,4.62
11,2,203,51,0,11.0,0.92,5.99,7.09
24,4,230,104,0,22.6,0.94,1.0,2.27
6,5,126,55,0,14.3,1.15,5.58,7.01
29,7,84,45,0,11.6,1.73,2.22,4.07
37,4,125,122,0,25.8,1.5,1.66,3.27
18,3,3,47,15,11.0,1.5,6.4,21.54
1,1,178,99,0,21.7,0.85,3.62,4.69
5,3,1,51,4,5.3,1.51,1.58,9.98
90,2,152,112,0,28.2,1.14,3.45,4.82
10,2,5,64,5,16.6,1.4,4.16,25.3
3,3,56,51,0,7.8,1.13,3.42,4.89
50,6,370,112,0,24.5,1.56,3.89,5.6
17,4,72,39,0,4.8,0.91,1.84,3.04
44,10,109,34,0,6.8,2.12,1.0,3.28
21,6,2,66,19,13.4,1.93,1.78,19.0
25,2,11,66,14,18.6,1.25,5.48,28.48
23,6,210,51,0,12.6,1.33,1.23,2.86
31,2,67,36,0,5.8,0.99,5.9,6.99
128,4,40,47,88,8.1,1.66,4.04,15.36
39,6,96,36,0,8.9,1.61,3.16,4.86
4,1,74,65,0,13.2,0.69,3.63,4.39
25,4,57,59,0,10.5,1.51,1.0,2.61
46,6,17,75,29,17.9,1.79,1.4,22.84
49,5,0,16,49,5.6,1.52,3.27,11.69
11,2,73,67,0,14.3,1.04,4.05,5.31
47,3,130,60,0,6.8,1.15,3.14,4.48
38,11,17,89,21,20.1,2.34,1.0,24.97
167,8,105,66,62,14.4,2.16,3.29,22.75
8,2,111,50,0,10.5,1.11,5.7,7.12
10,2,122,56,0,9.5,1.22,3.59,5.02
12,6,81,63,0,12.9,1.4,6.58,8.07
11,3,8,84,3,17.7,1.43,3.33,25.31
7,4,63,49,0,12.6,1.16,3.65,4.97
1,1,79,54,0,10.4,0.9,3.44,4.5
11,2,0,39,11,7.5,1.27,1.71,12.7
23,4,101,56,0,10.2,1.32,3.04,4.55
11,3,69,57,0,17.7,1.29,3.47,4.93
94,4,340,65,0,15.3,1.28,3.91,5.3
17,5,199,86,0,18.8,1.11,1.14,2.51
53,6,114,50,0,7.3,1.63,5.91,7.76
21,4,99,38,0,5.7,1.58,5.95,7.67
35,2,148,45,0,14.7,1.32,2.82,4.4
21,5,3,46,18,6.2,1.33,3.81,13.34
56,6,186,96,0,18.8,1.6,3.23,4.99
17,5,4,59,13,14.9,1.48,1.46,20.84
26,8,15,56,11,12.5,1.94,3.76,19.49
23,3,156,50,0,7.0,1.04,3.81,4.92
13,7,1,64,12,11.0,1.43,5.45,20.18
24,5,81,64,0,10.2,1.38,3.67,5.37
123,7,240,71,0,12.7,1.69,3.93,5.97
13,3,58,73,0,21.4,1.74,3.19,5.18
24,5,0,39,24,7.4,1.74,3.84,14.42
51,10,161,57,0,9.6,1.58,1.67,3.35
46,5,152,53,0,10.6,1.75,3.71,5.73
17,6,4,85,13,19.3,1.64,6.37,33.83
2,2,0,55,2,11.5,1.12,3.09,16.8
26,4,131,61,0,14.3,1.15,1.06,2.52
2,1,174,82,0,20.0,0.62,6.51,11.72
62,3,64,48,0,12.4,1.03,5.85,7.19
19,2,14,44,5,9.7,1.26,1.0,14.24
40,7,25,78,15,18.2,1.95,1.42,23.36
7,3,1,87,6,21.0,1.35,1.44,26.09
4,3,98,70,0,13.8,0.75,6.1,7.03
21,2,126,44,0,8.4,0.72,5.82,6.78
16,5,61,67,0,9.3,1.45,4.28,6.03
11,3,216,99,0,20.9,1.14,5.59,7.07
18,4,137,63,0,14.9,1.19,1.0,2.51
198,6,281,54,0,9.9,2.2,2.83,5.37
35,3,106,50,0,5.5,1.28,1.16,2.62
42,3,143,62,0,15.1,1.33,6.21,7.83
35,3,115,57,0,13.9,1.19,1.4,2.83
62,7,3,81,59,14.9,1.67,6.15,27.33
14,1,54,52,0,7.9,0.89,3.19,4.27
3,3,2,62,1,9.7,1.41,6.18,19.92
14,6,138,78,0,17.1,1.5,2.78,4.58
34,8,50,32,0,4.4,1.64,3.56,5.52
7,3,75,37,0,9.6,1.34,1.76,3.3
14,3,6,41,8,6.1,1.39,1.08,11.09
9,4,131,56,0,7.5,1.47,4.25,5.79
64,4,26,84,38,16.0,1.91,2.65,21.87
32,6,132,64,0,10.4,1.29,3.81,5.22
30,7,24,50,6,7.0,2.54,1.87,12.86
29,7,131,85,0,13.4,1.35,3.1,4.75
16,2,81,32,0,8.7,0.93,1.63,2.8
20,3,14,55,6,10.2,1.0,1.1,14.59
6,6,41,49,0,11.9,1.52,1.62,6.71
2,1,82,96,0,18.8,1.26,1.39,2.88
19,7,50,53,0,11.9,1.6,3.49,5.39
22,7,201,60,0,9.4,1.54,1.23,3.05
49,4,149,57,0,13.1,1.26,3.23,4.82
68,6,40,67,28,13.5,1.77,3.14,20.82
68,7,137,48,0,9.0,1.47,1.78,3.34
7,2,71,53,0,10.4,1.03,4.24,5.51
12,7,50,58,0,10.8,1.92,2.51,4.52
25,7,76,85,0,17.4,1.55,3.91,5.59
161,5,54,33,107,4.5,1.79,3.49,10.91
62,7,73,70,0,12.8,1.67,3.94,5.84
45,5,212,80,0,15.5,1.31,6.15,7.81
12,3,175,71,0,17.2,1.18,5.84,7.3
7,4,74,58,0,5.9,1.16,2.38,3.6
33,3,117,46,0,5.8,1.6,6.43,8.17
6,2,47,43,0,8.5,1.08,3.16,4.35
13,3,0,73,13,14.5,1.04,3.93,23.07
15,7,160,83,0,16.3,1.12,3.75,5.19
69,10,0,44,69,5.6,1.72,3.07,12.29
12,4,200,60,0,12.0,1.09,6.03,7.4
2,2,68,36,0,15.9,1.06,5.97,7.13
26,5,7,40,19,9.2,1.8,2.33,15.78
9,2,144,66,0,12.4,1.02,5.36,6.58
17,3,68,31,0,6.6,1.13,6.49,7.68
15,6,4,69,11,13.8,1.75,3.17,22.53
13,3,0,61,13,10.1,1.66,3.76,17.39
33,5,108,50,0,9.7,1.2,4.07,5.58
4,3,78,41,0,12.2,1.07,2.57,3.7
10,1,8,30,2,5.3,1.14,2.22,9.93
30,9,81,54,0,8.6,1.67,1.42,3.28
9,2,188,83,0,15.9,1.03,3.67,4.92
4,2,34,17,0,5.5,0.99,6.87,8.01
30,4,67,39,0,5.8,1.12,3.93,5.25
45,7,23,34,22,9.0,1.64,1.42,13.41
16,5,96,55,0,10.8,1.29,3.26,4.84
3,3,127,57,0,11.9,0.98,3.3,4.43
31,1,103,116,0,22.5,1.29,5.75,7.26
4,4,3,53,1,12.1,1.48,4.07,19.81
22,6,157,71,0,12.7,2.13,3.74,6.14
7,6,68,85,0,17.2,1.48,6.09,7.74
6,5,3,43,3,7.7,1.42,5.9,16.32
11,3,0,62,11,12.9,1.22,6.33,25.55
14,4,126,66,0,14.4,1.15,2.65,3.97
9,1,246,56,0,13.5,0.97,4.34,5.42
28,5,49,50,0,11.9,1.37,3.38,5.04
11,6,3,53,8,11.5,1.6,3.07,18.77
40,12,147,31,0,7.0,2.05,4.02,9.04
21,3,89,45,0,9.4,1.19,4.01,5.45
9,8,84,82,0,20.0,1.61,5.97,7.69
8,4,0,49,8,8.5,1.26,2.1,14.46
4,3,0,60,4,11.1,1.49,6.45,20.85
21,3,120,53,0,10.8,1.57,3.67,5.34
12,4,86,54,0,12.9,1.4,2.76,4.26
2,2,80,59,0,10.8,1.04,3.56,4.92
10,5,254,60,0,10.0,1.49,3.5,5.13
7,3,102,65,0,15.7,0.97,3.39,4.47
68,8,78,49,0,12.1,1.76,1.33,3.22
4,4,76,53,0,11.6,1.19,1.84,3.16
4,3,46,46,0,8.8,1.31,2.94,4.38
45,2,0,62,45,9.5,1.49,2.04,15.84
56,7,177,66,0,12.3,1.75,1.48,3.34
8,2,0,72,8,16.3,1.29,5.62,25.08
9,6,281,99,0,18.8,1.54,3.37,5.22
29,2,87,60,0,12.7,1.25,6.09,7.69
2,2,0,112,2,24.4,1.06,4.15,40.81
3,3,1,64,2,9.8,1.51,3.82,16.94
13,6,87,63,0,9.8,1.29,6.53,8.09
66,11,96,80,0,17.7,2.1,3.47,5.84
11,5,51,59,0,11.8,1.76,3.4,5.42
18,3,10,49,8,8.9,1.16,2.34,14.35
46,6,222,64,0,11.0,1.68,1.44,3.26
110,5,141,36,0,7.4,1.62,1.25,5.2
10,6,57,50,0,10.3,1.22,1.21,2.74
16,3,212,59,0,7.1,1.48,6.13,7.95
85,6,72,50,13,7.4,1.47,3.01,13.83
4,4,80,69,0,12.2,0.86,1.58,2.6
41,4,88,23,0,4.8,1.24,1.57,3.09
7,6,133,38,0,7.1,1.12,3.77,5.01
18,7,39,49,0,8.1,1.71,2.71,4.61
13,2,115,49,0,9.3,1.29,2.6,4.1
7,7,5,52,2,13.9,1.57,1.3,18.74
7,1,173,57,0,9.2,1.12,3.44,4.71
21,9,254,94,0,19.7,1.57,5.5,7.25
40,4,77,44,0,8.5,1.27,2.88,4.33
15,4,93,44,0,4.9,1.03,6.19,7.5
18,5,103,64,0,7.3,1.33,3.36,4.75
27,4,81,74,0,12.1,1.4,3.86,5.47
7,2,1,41,6,7.4,1.24,2.88,13.19
32,4,110,36,0,8.4,1.26,3.45,4.86
34,4,98,79,0,17.7,1.43,6.75,8.48
171,7,272,108,0,20.1,2.05,1.37,3.77
12,4,217,54,0,6.3,1.49,3.24,4.97
11,3,0,52,11,10.0,1.25,3.91,17.56
33,1,186,74,0,12.0,0.75,4.05,4.96
34,6,90,83,0,16.0,1.29,3.21,4.74
10,3,89,30,0,9.2,1.11,1.25,2.6
11,2,5,69,6,12.0,1.15,3.89,19.87
27,6,0,76,27,17.2,1.57,3.64,24.57
8,2,99,47,0,11.1,0.88,3.65,4.69
11,4,51,35,0,4.3,1.18,3.61,8.1
18,7,71,56,0,10.0,1.65,5.98,7.88
40,4,57,37,0,7.9,1.5,1.95,3.65
10,3,92,45,0,8.1,1.38,4.12,5.78
3,3,148,43,0,8.3,1.46,3.04,4.57
3,1,2,43,1,4.8,1.16,6.4,13.8
5,5,1,79,4,19.4,1.19,3.48,25.9
5,1,96,55,0,16.4,0.92,5.42,6.45
14,7,4,82,10,20.8,1.89,3.08,27.5
6,4,190,91,0,25.2,0.98,3.32,4.53
9,5,73,45,0,11.8,1.32,6.48,8.03
8,3,1,60,7,8.8,1.0,1.03,12.36
11,2,6,70,5,13.2,1.17,5.19,22.11
54,4,0,53,54,13.4,1.5,3.38,22.7
30,8,1,35,29,8.8,2.03,5.79,20.41
17,3,11,47,6,8.7,1.13,1.98,15.6
11,6,0,41,11,10.6,1.63,1.62,15.76
11,5,66,45,0,8.5,1.23,1.82,3.37
22,4,296,64,0,13.5,1.64,1.32,3.16
28,4,21,44,7,6.7,1.7,1.0,12.16
7,1,109,71,0,14.8,0.93,4.09,5.32
17,2,69,71,0,18.5,1.3,1.23,2.77
3,2,1,108,2,27.3,1.41,1.79,38.96
20,5,0,97,20,20.2,2.06,3.33,31.88
33,5,117,86,0,27.1,1.69,3.8,5.7
13,6,0,67,13,13.6,1.31,1.64,22.7
84,8,100,28,0,6.3,1.84,3.56,5.61
7,3,132,71,0,11.4,1.13,3.69,4.96
20,7,84,106,0,24.3,1.8,3.39,5.49
16,1,176,92,0,19.9,1.03,1.0,2.37
15,3,0,43,15,9.7,1.11,3.63,18.59
15,4,43,39,0,5.1,1.2,4.02,5.43
18,1,2,66,16,13.3,1.21,3.48,19.98
35,5,13,16,22,6.2,1.74,3.36,12.82
57,8,37,63,20,13.1,2.19,1.62,18.91
16,7,9,70,7,13.8,1.63,3.94,22.26
34,3,169,68,0,19.5,1.37,3.37,4.97
9,3,4,43,5,5.3,1.46,2.83,11.15
33,3,16,72,17,16.0,1.49,3.57,24.07
8,8,142,68,0,10.6,1.56,6.16,7.9
44,6,1,86,43,21.8,1.96,3.58,33.11
120,11,44,72,76,15.6,2.11,3.28,22.94
15,7,0,61,15,11.8,1.92,3.65,20.79
2,1,26,17,0,7.8,0.78,1.4,2.46
10,2,108,52,0,11.0,1.48,5.8,7.57
50,7,149,78,0,17.8,1.49,3.37,5.07
27,6,27,32,0,11.1,1.49,3.58,5.36
21,7,118,62,0,10.9,1.16,6.13,7.5
41,6,142,57,0,11.2,1.49,3.27,4.89
25,3,121,49,0,8.8,1.17,1.59,2.83
49,5,208,51,0,7.5,1.44,3.67,5.43
38,4,14,41,24,7.9,1.63,6.25,17.15
65,8,52,58,13,11.6,1.77,6.22,24.76
23,5,0,81,23,16.4,1.93,4.09,28.23
37,8,84,60,0,12.2,1.59,6.31,8.0
12,1,121,59,0,17.9,1.02,4.4,5.54
10,6,82,85,0,20.1,1.63,3.96,5.67
76,8,206,101,0,25.0,1.64,3.95,5.83
20,5,8,106,12,24.0,1.61,1.0,27.85
34,1,77,37,0,6.4,1.09,3.84,5.22
18,1,254,56,0,14.2,1.14,3.88,5.21
10,3,7,40,3,9.4,1.55,1.48,18.06
17,1,0,60,17,8.0,1.0,2.58,13.46
60,3,166,56,0,10.3,1.13,4.95,6.14
27,5,93,101,0,21.1,1.73,5.87,7.75
4,4,82,92,0,17.8,1.1,1.26,2.59
14,1,0,50,14,11.6,1.33,5.33,21.74
82,5,196,60,0,15.2,1.32,3.67,5.18
14,4,136,62,0,13.4,1.02,1.0,2.37
3,2,48,59,0,10.3,1.25,2.75,4.3
90,9,1,33,89,8.5,1.88,2.43,16.31
30,4,8,60,22,11.0,1.43,3.73,17.87
15,3,123,74,0,15.7,0.81,3.31,4.25
12,7,1,80,11,22.2,1.76,2.86,28.81
44,5,0,55,44,14.3,1.72,5.6,23.81
10,5,81,54,0,9.1,1.28,5.72,7.1
46,5,192,65,0,7.6,1.4,3.26,5.0
27,6,20,59,7,13.2,1.66,3.35,19.33
20,3,93,40,0,5.3,1.03,2.97,4.29
19,3,178,110,0,30.0,1.23,3.11,4.42
14,5,67,68,0,14.2,1.26,2.73,4.13
42,7,99,76,0,19.4,1.48,2.61,4.16
8,5,80,73,0,17.3,1.38,2.81,4.54
4,1,183,90,0,14.1,0.93,3.23,4.24
29,5,15,65,14,13.7,1.37,5.86,28.18
29,6,81,56,0,16.1,1.71,1.71,3.56
25,5,48,58,0,9.9,1.49,3.69,5.43
24,3,0,69,24,11.7,1.47,6.28,21.97
12,3,167,80,0,16.5,1.51,3.36,5.1
33,4,16,39,17,6.4,1.84,1.79,11.8
16,4,57,48,0,11.5,1.45,5.04,6.77
11,3,0,46,11,11.0,1.18,1.77,15.48
12,3,82,35,0,5.2,1.31,3.48,5.11
101,3,192,63,0,14.7,1.61,3.93,5.6
3,3,49,55,0,12.7,1.39,4.79,6.45
26,6,1,69,25,11.5,1.3,3.91,18.2
4,3,68,86,0,17.9,1.22,5.27,6.75
15,1,104,86,0,16.6,0.76,4.0,4.81
11,4,95,67,0,17.2,1.04,1.12,2.23
3,1,99,46,0,11.0,1.04,1.69,3.0
23,1,253,52,0,9.8,1.04,1.46,2.77
12,8,151,64,0,12.5,1.59,3.96,5.63
2,2,140,66,0,14.0,1.21,3.57,5.04
35,2,58,73,0,15.5,1.27,2.21,3.61
60,3,39,61,21,8.0,1.47,5.68,18.19
63,9,0,61,63,13.6,1.76,3.03,22.83
23,6,204,88,0,18.8,1.16,1.21,2.57
17,8,99,52,0,8.4,1.47,3.78,5.3
54,4,133,38,0,5.2,1.13,3.8,5.27
75,5,0,42,75,4.4,1.73,1.0,9.25
46,7,170,43,0,9.7,1.5,5.62,7.42
7,6,69,34,0,7.5,1.62,1.63,3.49
20,5,149,70,0,14.4,1.23,2.06,3.57
24,3,5,46,19,13.4,1.53,3.18,20.79
3,1,81,43,0,5.5,0.95,2.86,4.02
25,4,0,68,25,18.4,1.25,3.95,30.07
127,5,152,63,0,8.7,1.62,1.0,2.73
29,7,111,41,0,7.8,1.4,1.74,3.19
62,10,78,76,0,13.1,2.05,2.52,4.9
19,4,209,48,0,9.4,1.34,5.95,7.43
15,3,124,58,0,12.6,1.01,3.34,4.49
23,6,0,63,23,10.8,1.78,3.15,18.58
8,1,350,85,0,19.4,0.97,6.65,7.75
7,3,136,60,0,12.7,0.9,5.96,6.94
51,5,146,49,0,10.3,1.57,3.42,5.15
57,9,9,53,48,11.4,2.46,1.38,19.34
7,3,187,100,0,17.5,0.94,1.15,2.3
39,8,0,29,39,8.1,1.8,4.32,16.6
15,4,146,55,0,14.8,1.39,3.33,4.82
22,1,141,69,0,11.6,0.89,4.33,5.45
25,2,9,69,16,11.8,1.51,3.13,18.93
40,7,29,35,11,7.5,2.01,3.51,13.99
18,2,0,34,18,9.8,1.27,1.28,15.68
59,3,67,62,0,9.0,1.61,3.14,4.97
22,5,4,47,18,11.6,1.56,3.41,17.82
29,1,77,36,0,6.5,1.04,6.75,8.13
8,3,4,37,4,5.0,1.22,4.08,11.31
115,9,176,39,0,9.4,2.06,3.51,5.64
25,2,198,86,0,17.7,1.26,2.88,4.35
31,7,7,66,24,14.2,1.5,3.64,21.62
4,2,2,47,2,11.1,1.0,3.26,19.3
8,4,5,37,3,7.7,1.41,1.07,16.12
50,5,296,47,0,4.3,1.44,1.79,3.49
21,4,65,45,0,8.7,1.37,2.92,4.54
3,1,1,60,2,10.5,1.47,3.55,17.31
42,8,69,43,0,7.1,1.96,3.7,6.0
10,6,2,46,8,13.7,2.24,1.8,20.77
59,6,63,71,0,13.6,1.55,1.0,2.65
15,2,3,61,12,9.4,1.37,4.25,16.47
20,5,188,73,0,10.8,1.12,3.62,5.0
48,13,35,35,13,10.7,2.23,3.49,20.28
7,1,63,31,0,13.2,0.66,1.0,1.86
7,2,4,52,3,8.0,1.11,3.12,14.61
14,4,2,110,12,30.0,1.45,3.33,40.03
35,7,0,26,35,6.5,1.61,3.47,14.36
5,1,65,47,0,8.0,0.75,1.64,2.61
4,2,231,55,0,12.4,0.96,3.33,4.43
35,2,7,79,28,22.4,1.15,2.14,30.57
10,1,129,48,0,9.1,0.93,3.32,4.34
12,3,99,50,0,7.6,1.24,1.57,3.01
3,3,74,54,0,10.1,0.96,2.0,3.07
9,3,270,70,0,14.9,1.19,5.74,7.06
16,1,187,73,0,15.3,0.98,5.37,6.69
38,5,42,48,0,14.1,1.73,5.8,7.82
8,1,151,95,0,23.5,1.11,3.9,5.35
73,4,132,71,0,15.3,1.29,3.52,5.06
9,5,6,70,3,16.7,1.58,1.79,26.1
9,4,127,67,0,17.4,1.05,2.9,4.24
66,9,67,36,0,7.2,1.74,1.0,3.08
20,8,0,51,20,10.6,1.61,6.25,21.07
10,4,52,55,0,8.1,1.46,6.14,7.82
14,8,6,62,8,8.3,1.93,3.08,19.92
56,6,166,64,0,9.7,2.22,2.97,5.25
62,11,14,46,48,13.0,2.01,3.41,20.64
8,4,296,81,0,21.9,1.11,3.47,4.78
16,6,62,74,0,14.7,1.82,2.94,4.93
18,2,0,76,18,13.5,1.02,5.96,24.26
7,6,4,42,3,9.8,1.33,2.83,15.81
16,7,0,95,16,22.9,1.72,3.2,31.51
17,4,11,29,6,6.3,1.56,1.0,10.75
46,8,93,72,0,15.5,1.59,1.44,3.14
49,9,20,30,29,5.2,1.74,3.2,11.58
12,1,119,60,0,12.0,0.91,6.6,7.85
14,3,3,64,11,17.5,1.36,1.62,27.38
30,3,5,40,25,11.4,1.09,2.9,19.55
10,4,345,114,0,19.6,1.13,3.9,5.28
28,6,234,45,0,7.7,1.56,3.4,5.29
15,2,0,55,15,4.2,1.27,3.83,11.68
7,2,75,56,0,6.5,0.72,1.0,2.01
7,1,2,35,5,9.9,1.57,1.76,17.79
60,3,95,66,0,13.1,1.03,4.41,5.63
14,4,44,35,0,8.6,1.27,3.75,5.09
72,5,123,55,0,12.0,1.57,1.22,3.05
10,3,87,47,0,14.2,1.12,4.01,5.39
21,6,41,30,0,7.9,1.54,3.18,4.81
142,8,0,37,142,7.9,1.84,3.71,15.69
6,4,44,34,0,6.1,1.49,2.5,4.22
3,2,0,83,3,19.6,1.03,3.23,27.51
52,6,0,73,52,19.8,1.94,1.72,25.2
8,1,92,60,0,12.0,1.21,4.39,5.72
16,7,4,53,12,6.7,1.43,3.93,14.36
10,9,0,91,10,21.4,1.7,3.81,30.06
21,4,0,45,21,8.0,1.33,2.6,14.55
7,1,140,43,0,6.2,1.44,5.56,7.16
14,2,1,31,13,7.9,1.22,6.38,17.36
25,2,81,54,0,7.5,1.1,3.35,4.79
7,5,5,30,2,6.9,1.41,3.27,13.08
9,9,202,63,0,8.6,1.66,4.02,5.94
12,5,0,65,12,11.6,1.37,6.29,21.58
5,3,110,75,0,15.4,1.01,5.62,6.69
11,5,103,59,0,10.2,1.23,1.83,3.2
18,3,78,53,0,10.2,1.09,3.06,4.3
11,4,143,44,0,10.1,1.4,2.77,4.31
13,8,0,30,13,6.2,1.66,3.63,14.5
16,5,0,86,16,15.2,1.44,5.43,26.6
9,6,89,77,0,17.5,1.01,5.42,6.52
31,8,164,76,0,20.9,1.59,1.03,2.78
60,7,256,56,0,9.5,1.51,3.56,5.34
11,1,1,88,10,20.3,0.96,6.34,30.77
25,3,121,68,0,16.1,0.95,3.35,4.64
13,6,0,33,13,7.0,1.54,1.0,11.3
23,7,0,53,23,8.0,1.57,2.98,13.74
67,3,111,67,0,11.7,1.17,1.0,2.47
